,id_street,number,original_n,source,author,date,cord,first_day,first_month,first_year,last_day,last_month,last_year
22,11,29,29,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018,(-46.6346927494227 -23.5507138915376),5.0,11.0,1936.0,,,
23,11,1,1,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018,(-46.6346927494227 -23.5507138915376),4.0,11.0,1936.0,5.0,11.0,1935.0
24,11,109,109,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018,(-46.6354323506872 -23.5504789314197),5.0,11.0,1936.0,,,
25,11,3,3,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018,(-46.6354323506872 -23.5504789314197),4.0,11.0,1936.0,5.0,11.0,1935.0
26,11,205,205,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018,(-46.636314069945 -23.5501780614516),5.0,11.0,1936.0,,,
27,11,27,27,"Livro de Emplacamento, n.21, p.341",Cintia,8/10/2018,(-46.636314069945 -23.5501780614516),4.0,11.0,1936.0,5.0,11.0,1935.0
28,12,37,37,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6322197473601 -23.5500073650751),12.0,9.0,1940.0,,,
29,12,17,17,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6322197473601 -23.5500073650751),11.0,9.0,1940.0,12.0,9.0,1939.0
30,12,61,61,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6324387725199 -23.5500857634577),12.0,9.0,1940.0,,,
31,12,25,25,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6324387725199 -23.5500857634577),11.0,9.0,1940.0,12.0,9.0,1939.0
32,12,93,93,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6327308060662 -23.5501902946346),12.0,9.0,1940.0,,,
33,12,31,31,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6327308060662 -23.5501902946346),11.0,9.0,1940.0,12.0,9.0,1939.0
34,12,70,70,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6325209069548 -23.5501151628512),12.0,9.0,1940.0,,,
35,12,28,28,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6325209069548 -23.5501151628512),11.0,9.0,1940.0,12.0,9.0,1939.0
36,12,76,76,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6325756632447 -23.5501347624469),12.0,9.0,1940.0,,,
37,12,28.1,28A,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6325756632447 -23.5501347624469),11.0,9.0,1940.0,12.0,9.0,1939.0
38,12,86,86,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6326669237279 -23.5501674284397),12.0,9.0,1940.0,,,
39,12,32,32,"Livro de Emplacamento, n.27, p.269",Cintia,8/10/2018,(-46.6326669237279 -23.5501674284397),11.0,9.0,1940.0,12.0,9.0,1939.0
40,13,8,8,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6310510911253 -23.5492801093904),6.0,5.0,1940.0,,,
41,13,4,4,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6310510911253 -23.5492801093904),5.0,9.0,1908.0,6.0,5.0,1939.0
42,13,2.1,2 tinta,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6310510911253 -23.5492801093904),4.0,9.0,1908.0,6.0,5.0,1939.0
43,13,104,104,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6319853202541 -23.5493781679958),6.0,5.0,1940.0,,,
44,13,32,32,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6319853202541 -23.5493781679958),5.0,9.0,1908.0,6.0,5.0,1939.0
45,13,18,18,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6319853202541 -23.5493781679958),4.0,9.0,1908.0,6.0,5.0,1939.0
46,13,200,200,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6329201486153 -23.5494700044201),6.0,5.0,1940.0,,,
47,13,210,210,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6329201486153 -23.5494700044201),5.0,5.0,1940.0,6.0,5.0,1939.0
48,13,47,47,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.63143059214 -23.5493202296124),6.0,5.0,1940.0,,,
49,13,7,7,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.63143059214 -23.5493202296124),5.0,9.0,1908.0,6.0,5.0,1939.0
50,13,5,5 tinta,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.63143059214 -23.5493202296124),4.0,9.0,1908.0,6.0,5.0,1939.0
51,13,67,67,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.631625208045 -23.5493408040852),6.0,5.0,1940.0,,,
52,13,11,11,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.631625208045 -23.5493408040852),5.0,9.0,1908.0,6.0,5.0,1939.0
53,13,93,93,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6318782468602 -23.5493671847006),6.0,5.0,1940.0,,,
54,13,19,19,"Livro de Emplacamento, n.27, p.123; n.8, p.118",Cintia,8/10/2018,(-46.6318782468602 -23.5493671847006),5.0,9.0,1908.0,6.0,5.0,1939.0
55,14,21,21,"Livro de Emplacamento, n.26, p.356",Cintia,8/10/2018,(-46.6327650904257 -23.5496440079889),7.0,12.0,1939.0,,,
56,14,3,3,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018,(-46.6327650904257 -23.5496440079889),8.0,2.0,1909.0,7.0,12.0,1938.0
57,14,1.1,1B Tinta,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018,(-46.6327650904257 -23.5496440079889),7.0,2.0,1909.0,7.0,12.0,1938.0
58,14,109,109,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018,(-46.6329564445494 -23.5504117352211),7.0,12.0,1939.0,,,
59,14,23,23,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018,(-46.6329564445494 -23.5504117352211),8.0,2.0,1909.0,7.0,12.0,1938.0
60,14,7,7,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018,(-46.6329564445494 -23.5504117352211),7.0,2.0,1909.0,7.0,12.0,1938.0
61,14,357,357,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018,(-46.633973383745 -23.5524244271699),7.0,12.0,1939.0,,,
62,14,55,55,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.633973383745 -23.5524244271699),8.0,2.0,1909.0,7.0,12.0,1938.0
63,14,35,35,"Livro de Emplacamento, n.21, p.356; n.7, p.51",Cintia,8/10/2018,(-46.633973383745 -23.5524244271699),7.0,2.0,1909.0,7.0,12.0,1938.0
64,14,98,98,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.632912086732 -23.5503220871549),7.0,12.0,1939.0,,,
65,14,16,16,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.632912086732 -23.5503220871549),8.0,2.0,1909.0,7.0,12.0,1938.0
66,14,8,8,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.632912086732 -23.5503220871549),7.0,2.0,1909.0,7.0,12.0,1938.0
67,14,224,224,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.6334265356435 -23.5513457761639),7.0,12.0,1939.0,,,
68,14,50,50,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.6334265356435 -23.5513457761639),8.0,2.0,1909.0,7.0,12.0,1938.0
69,14,40,40,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.6334265356435 -23.5513457761639),7.0,2.0,1909.0,7.0,12.0,1938.0
70,14,360,360,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.6339856213266 -23.5524488068727),7.0,12.0,1939.0,,,
71,14,84,84,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.6339856213266 -23.5524488068727),6.0,12.0,1939.0,7.0,12.0,1938.0
72,14,348,348,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.6339366710001 -23.5523512880615),7.0,12.0,1939.0,,,
73,14,80,80,"Livro de Emplacamento, n.21, p.357; n.7, p.51",Cintia,8/10/2018,(-46.6339366710001 -23.5523512880615),8.0,2.0,1909.0,7.0,12.0,1938.0
74,16,41,41,"Livro de Emplacamento, n.26, p.199",Cintia,8/10/2018,(-46.6349758182714 -23.5465955382954),13.0,9.0,1939.0,,,
75,16,5,5,"Livro de Emplacamento, n.26, p.199,; n.13,p.31",Cintia,8/10/2018,(-46.6349758182714 -23.5465955382954),16.0,7.0,1928.0,13.0,9.0,1938.0
76,16,7,7,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6349758182714 -23.5465955382954),21.0,6.0,1912.0,13.0,9.0,1938.0
77,16,121,121,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6347679452892 -23.5472898666572),13.0,9.0,1939.0,,,
78,16,17,17,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6347679452892 -23.5472898666572),16.0,7.0,1928.0,13.0,9.0,1938.0
79,16,19,19,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6347679452892 -23.5472898666572),15.0,7.0,1928.0,13.0,9.0,1938.0
80,16,221,221,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6345132699292 -23.5481580178015),13.0,9.0,1939.0,,,
81,16,31.1,31A,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6345132699292 -23.5481580178015),16.0,7.0,1928.0,13.0,9.0,1938.0
82,16,43,43 E/T,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6345132699292 -23.5481580178015),21.0,6.0,1912.0,13.0,9.0,1938.0
83,16,18,18,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6350396044638 -23.5463972068701),13.0,9.0,1939.0,,,
84,16,2.4,2B,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6350396044638 -23.5463972068701),16.0,7.0,1928.0,13.0,9.0,1938.0
85,16,8.1,8A E/T,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6350396044638 -23.5463972068701),15.0,7.0,1928.0,13.0,9.0,1938.0
86,16,112,112,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6347912933417 -23.5472117434426),13.0,9.0,1939.0,,,
87,16,12,12,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6347912933417 -23.5472117434426),16.0,7.0,1928.0,13.0,9.0,1938.0
88,16,24,24,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6347912933417 -23.5472117434426),21.0,6.0,1912.0,13.0,9.0,1938.0
89,16,218,218,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6345196599936 -23.5481316004841),13.0,9.0,1939.0,,,
90,16,26,26 sob,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6345196599936 -23.5481316004841),16.0,7.0,1928.0,13.0,9.0,1938.0
91,16,44,44 E/S,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018,(-46.6345196599936 -23.5481316004841),15.0,7.0,1928.0,13.0,9.0,1938.0
92,17,19,19,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6344721287014 -23.5463282260149),6.0,11.0,1936.0,,,
93,17,1,1,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6344721287014 -23.5463282260149),16.0,6.0,1928.0,6.0,11.0,1935.0
94,17,1,1 E/T Tinta,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6344721287014 -23.5463282260149),15.0,6.0,1928.0,6.0,11.0,1935.0
95,17,39,39,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6346663833184 -23.5463512691795),6.0,11.0,1936.0,,,
96,17,3,3 sob,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6346663833184 -23.5463512691795),16.0,6.0,1928.0,6.0,11.0,1935.0
97,17,9,9 E/S,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6346663833184 -23.5463512691795),15.0,6.0,1928.0,6.0,11.0,1935.0
98,17,14,14,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6344235672533 -23.5463224465929),6.0,11.0,1936.0,,,
99,17,2,2,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6344235672533 -23.5463224465929),16.0,6.0,1928.0,6.0,11.0,1935.0
100,17,2,2 E/T,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.6344235672533 -23.5463224465929),15.0,6.0,1928.0,6.0,11.0,1935.0
101,17,58,58,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.634850942671 -23.5463730126808),6.0,11.0,1936.0,,,
102,17,6,6,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.634850942671 -23.5463730126808),16.0,6.0,1928.0,6.0,11.0,1935.0
103,17,10,10 E/T,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018,(-46.634850942671 -23.5463730126808),15.0,6.0,1928.0,6.0,11.0,1935.0
104,19,63,63,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6347198895022 -23.5476493894437),2.0,1.0,1935.0,,,
105,19,1,1,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6347198895022 -23.5476493894437),22.0,6.0,1928.0,2.0,1.0,1934.0
106,19,1,1 E/T,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6347198895022 -23.5476493894437),21.0,6.0,1928.0,2.0,1.0,1934.0
107,19,113,113,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6352043260801 -23.5477013638418),2.0,1.0,1935.0,,,
108,19,13,13 s°,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6352043260801 -23.5477013638418),22.0,6.0,1928.0,2.0,1.0,1934.0
109,19,13,13 E/S,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6352043260801 -23.5477013638418),21.0,6.0,1928.0,2.0,1.0,1934.0
110,19,161,161,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6356667729937 -23.5477098245497),2.0,1.0,1935.0,,,
111,19,23,23,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6356667729937 -23.5477098245497),22.0,6.0,1928.0,2.0,1.0,1934.0
112,19,23,23 tinta,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6356667729937 -23.5477098245497),21.0,6.0,1928.0,2.0,1.0,1934.0
113,19,18,18,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6342969405508 -23.5475365159247),2.0,1.0,1935.0,,,
114,19,2,2 s°,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6342969405508 -23.5475365159247),22.0,6.0,1928.0,2.0,1.0,1934.0
115,19,2,2 E/S,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6342969405508 -23.5475365159247),21.0,6.0,1928.0,2.0,1.0,1934.0
116,19,114,114,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6352139947959 -23.5477025839391),2.0,1.0,1935.0,,,
117,19,12,12,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6352139947959 -23.5477025839391),22.0,6.0,1928.0,2.0,1.0,1934.0
118,19,10,10 E/T,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6352139947959 -23.5477025839391),21.0,6.0,1928.0,2.0,1.0,1934.0
119,19,162,162,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6356758438958 -23.5477062620454),2.0,1.0,1935.0,,,
120,19,20,20 sob,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6356758438958 -23.5477062620454),22.0,6.0,1928.0,2.0,1.0,1934.0
121,19,18,18 E/S,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018,(-46.6356758438958 -23.5477062620454),21.0,6.0,1928.0,2.0,1.0,1934.0
122,20,11,11,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.636748485576 -23.5476462387491),5.0,2.0,1938.0,,,
123,20,1,1,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.636748485576 -23.5476462387491),1.0,3.0,1928.0,5.0,2.0,1937.0
124,20,141,141,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6356276914612 -23.5482071506084),5.0,2.0,1938.0,,,
125,20,15,15,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6356276914612 -23.5482071506084),13.0,3.0,1928.0,5.0,2.0,1937.0
126,20,27,27 E/T,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6356276914612 -23.5482071506084),12.0,3.0,1928.0,5.0,2.0,1937.0
127,20,271,271,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6345036107503 -23.5487609895844),5.0,2.0,1938.0,,,
128,20,39.3,39C,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6345036107503 -23.5487609895844),13.0,3.0,1928.0,5.0,2.0,1937.0
129,20,51,51,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6345036107503 -23.5487609895844),12.0,3.0,1928.0,5.0,2.0,1937.0
130,20,22,22,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.636653652907 -23.5476937080269),5.0,2.0,1938.0,,,
131,20,2,2,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.636653652907 -23.5476937080269),13.0,3.0,1928.0,5.0,2.0,1937.0
132,20,2,2 E/T,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.636653652907 -23.5476937080269),12.0,3.0,1928.0,5.0,2.0,1937.0
133,20,120,120,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6358087479043 -23.5481165519321),5.0,2.0,1938.0,,,
134,20,10,10,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6358087479043 -23.5481165519321),13.0,3.0,1928.0,5.0,2.0,1937.0
135,20,10.1,10A,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6358087479043 -23.5481165519321),12.0,3.0,1928.0,5.0,2.0,1937.0
136,20,246,246,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6347224092458 -23.54866014399),5.0,2.0,1938.0,,,
137,20,28.1,28 sob,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6347224092458 -23.54866014399),13.0,3.0,1928.0,5.0,2.0,1937.0
138,20,28,28 E/S,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018,(-46.6347224092458 -23.54866014399),12.0,3.0,1928.0,5.0,2.0,1937.0
139,51,366,366,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6385177664815 -23.5471389184597),6.0,10.0,1936.0,,,
140,51,11,11,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6385177664815 -23.5471389184597),5.0,10.0,1936.0,6.0,10.0,1935.0
141,51,410,410,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6387697132019 -23.5474596872967),6.0,10.0,1936.0,,,
142,51,1,1,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6387697132019 -23.5474596872967),23.0,2.0,1909.0,6.0,10.0,1935.0
143,51,19,19,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6364729031194 -23.5446559449973),6.0,10.0,1936.0,,,
144,51,72,72,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6364729031194 -23.5446559449973),23.0,2.0,1909.0,6.0,10.0,1935.0
145,51,82.3,82C,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6364729031194 -23.5446559449973),22.0,2.0,1909.0,6.0,10.0,1935.0
146,51,197,197,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6375246367666 -23.5459273650283),6.0,10.0,1936.0,,,
147,51,26,26,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6375246367666 -23.5459273650283),23.0,2.0,1909.0,6.0,10.0,1935.0
148,51,44,44 tinta,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6375246367666 -23.5459273650283),22.0,2.0,1909.0,6.0,10.0,1935.0
149,51,449,449,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6389930296131 -23.5477440051295),6.0,10.0,1936.0,,,
150,51,4,4,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018,(-46.6389930296131 -23.5477440051295),23.0,2.0,1909.0,6.0,10.0,1935.0
151,54,15,15,"Livro de Emplacamento n.20, p.154; n.9, p.199",Cintia,8/10/2018,(-46.6389062384889 -23.544756662825),6.0,11.0,1935.0,,,
